"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene"
"ATP7A","0.176091111031078","-0.00262139790839569","0.005","0.007","1","ATP7A"
"UBOX5","0.1761397028271","-0.0078534888461407","0.005","0.007","1","UBOX5"
"KIAA0196","0.176437494129677","0.00383202022157236","0.018","0.022","1","KIAA0196"
"OSR2","0.176542249107734","0.0126613492616066","0.003","0.001","1","OSR2"
"ZNF559","0.176719024063835","-0.0159676595003908","0.003","0.004","1","ZNF559"
"FAM102B","0.176816475037075","0.00799427765468387","0.013","0.017","1","FAM102B"
"ECHDC3","0.176924710457903","-0.00327918741841231","0.006","0.009","1","ECHDC3"
"WDR3","0.177040455156426","0.000453378991503821","0.005","0.007","1","WDR3"
"CYP46A1","0.177174482185431","-0.0136460556099515","0.003","0.004","1","CYP46A1"
"RNF115","0.177219611170889","-0.00100555474458924","0.025","0.03","1","RNF115"
"WBP1L","0.177355221533593","-0.00559434586960444","0.023","0.028","1","WBP1L"
"HECTD1","0.177469596054361","0.0298371082075123","0.051","0.059","1","HECTD1"
"CWC22","0.17750498486855","-0.00498908152511385","0.02","0.025","1","CWC22"
"LRRC8C","0.177552319763502","0.0387012694958336","0.017","0.013","1","LRRC8C"
"FADD","0.177847700678552","-0.0154323339827003","0.004","0.007","1","FADD"
"C11orf68","0.177893909503933","-0.00458172981453413","0.007","0.01","1","C11orf68"
"PRPF6","0.178080909326388","0.00344325189345068","0.047","0.055","1","PRPF6"
"SLC6A6","0.1782251425077","0.0385630698977097","0.055","0.064","1","SLC6A6"
"HPS4","0.178228067319633","-0.00118204872145823","0.015","0.02","1","HPS4"
"DCAF10","0.1785270104661","-0.00764399107700392","0.016","0.021","1","DCAF10"
"COG4","0.178543734969443","-0.00951303977731491","0.013","0.017","1","COG4"
"PKIB","0.178546102375033","-0.00214038849404815","0.003","0.004","1","PKIB"
"MRPL3","0.178622048912724","0.00338641922787708","0.035","0.041","1","MRPL3"
"CEBPA","0.178676883433895","-0.00169389297991796","0","0.001","1","CEBPA"
"SORCS1","0.178676883433895","-0.00196988607082167","0","0.001","1","SORCS1"
"TECTB","0.178676883433895","-0.00197039254692942","0","0.001","1","TECTB"
"CD226","0.178676883433895","-0.00198651641229173","0","0.001","1","CD226"
"GABRB2","0.178676883433895","-0.00215278353668803","0","0.001","1","GABRB2"
"TEAD1","0.178676883433895","-0.00220490628280153","0","0.001","1","TEAD1"
"NKX6-2","0.178676883433895","-0.0022063061304808","0","0.001","1","NKX6-2"
"CORO7-PAM16","0.178676883433895","-0.00221189670738776","0","0.001","1","CORO7-PAM16"
"SEMA6A","0.178676883433895","-0.0023569100957053","0","0.001","1","SEMA6A"
"GREM2","0.178676883433895","-0.002370419728143","0","0.001","1","GREM2"
"GPR179","0.178676883433895","-0.00250425936086861","0","0.001","1","GPR179"
"GATA6","0.178676883433895","-0.00281260615690579","0","0.001","1","GATA6"
"SCRT2","0.178676883433895","-0.00281416922493075","0","0.001","1","SCRT2"
"GRIK4","0.178676883433895","-0.00289915941969442","0","0.001","1","GRIK4"
"SLC2A4","0.178676883433895","-0.00310197941272267","0","0.001","1","SLC2A4"
"PTPN21","0.178676883433895","-0.00312072112179882","0","0.001","1","PTPN21"
"PLEKHG6","0.178676883433895","-0.00316018523310255","0","0.001","1","PLEKHG6"
"KIAA1211","0.178676883433895","-0.00320148595378439","0","0.001","1","KIAA1211"
"CMTM5","0.178676883433895","-0.00350088200887131","0","0.001","1","CMTM5"
"EPB41L1","0.178676883433895","-0.00380977897623116","0","0.001","1","EPB41L1"
"SEMA5A","0.178676883433895","-0.00393295418317959","0","0.001","1","SEMA5A"
"SPTLC3","0.178676883433895","-0.00418090122593771","0","0.001","1","SPTLC3"
"PLEKHG7","0.178676883433895","-0.00429475340185688","0","0.001","1","PLEKHG7"
"PTCHD3","0.178676883433895","-0.00471731646852877","0","0.001","1","PTCHD3"
"SLC26A5","0.178676883433895","-0.00495000418419595","0","0.001","1","SLC26A5"
"USP18","0.178676883433895","-0.00509495079962972","0","0.001","1","USP18"
"OVOL3","0.178676883433895","-0.00546605150191403","0","0.001","1","OVOL3"
"CLDN16","0.178676883433895","-0.00549798259730839","0","0.001","1","CLDN16"
"HIST1H2BB","0.178676883433895","-0.00559737311518212","0","0.001","1","HIST1H2BB"
"RELN","0.178676883433895","-0.00566301075798535","0","0.001","1","RELN"
"NCKAP1","0.178676883433895","-0.00568556844452041","0","0.001","1","NCKAP1"
"VSTM4","0.178676883433895","-0.00590410039979904","0","0.001","1","VSTM4"
"C12orf56","0.178676883433895","-0.0061429964040591","0","0.001","1","C12orf56"
"SMARCA1","0.178676883433895","-0.00616819522531136","0","0.001","1","SMARCA1"
"SLC17A3","0.178676883433895","-0.00659820822179314","0","0.001","1","SLC17A3"
"FAM150B","0.178676883433895","-0.00662729191356262","0","0.001","1","FAM150B"
"ETV4","0.178676883433895","-0.00790898150978032","0","0.001","1","ETV4"
"AGAP2-AS1","0.178676883433895","-0.00814692789901101","0","0.001","1","AGAP2-AS1"
"GRIK3","0.178676883433895","-0.00826886031760278","0","0.001","1","GRIK3"
"HIPK1","0.178683847649439","0.105956194678404","0.053","0.047","1","HIPK1"
"STK31","0.178744360411371","-0.000720842560521881","0","0.001","1","STK31"
"FAM222A","0.178744360411371","-0.000843239232298528","0","0.001","1","FAM222A"
"KLRC1","0.178744360411371","-0.00116798011668068","0","0.001","1","KLRC1"
"FANK1","0.178744360411371","-0.00121511934503208","0","0.001","1","FANK1"
"MLPH","0.178744360411371","-0.00121743994796836","0","0.001","1","MLPH"
"OTX1","0.178744360411371","-0.00121987868297585","0","0.001","1","OTX1"
"LDHAL6A","0.178744360411371","-0.00145064331461102","0","0.001","1","LDHAL6A"
"DACT1","0.178744360411371","-0.00151885100839597","0","0.001","1","DACT1"
"GULP1","0.178744360411371","-0.00157527333697447","0","0.001","1","GULP1"
"EBF3","0.178744360411371","-0.00157947517624947","0","0.001","1","EBF3"
"GATA3","0.178744360411371","-0.00164502483037041","0","0.001","1","GATA3"
"STXBP5L","0.178744360411371","-0.00166916693680197","0","0.001","1","STXBP5L"
"RAP1GAP","0.178744360411371","-0.00170435936366858","0","0.001","1","RAP1GAP"
"KIR2DL4","0.178744360411371","-0.00171285606408838","0","0.001","1","KIR2DL4"
"CD3G","0.178744360411371","-0.00171673042834821","0","0.001","1","CD3G"
"FAM110C","0.178744360411371","-0.00172007719563896","0","0.001","1","FAM110C"
"WDR64","0.178744360411371","-0.0017400021579025","0","0.001","1","WDR64"
"DLG3","0.178744360411371","-0.00179625909595449","0","0.001","1","DLG3"
"HIST1H2BL","0.178744360411371","-0.00180957903165517","0","0.001","1","HIST1H2BL"
"C4orf19","0.178744360411371","-0.00184109390739056","0","0.001","1","C4orf19"
"LIN28A","0.178744360411371","-0.00185021453875451","0","0.001","1","LIN28A"
"DAO","0.178744360411371","-0.00186438973870118","0","0.001","1","DAO"
"GLB1L2","0.178744360411371","-0.00187245741339473","0","0.001","1","GLB1L2"
"TMEM163","0.178744360411371","-0.0018728472746277","0","0.001","1","TMEM163"
"TRH","0.178744360411371","-0.0018741657198522","0","0.001","1","TRH"
"NAV3","0.178744360411371","-0.00190012781131408","0","0.001","1","NAV3"
"DIP2C","0.178744360411371","-0.00197052511187084","0","0.001","1","DIP2C"
"NYNRIN","0.178744360411371","-0.0019830165319909","0","0.001","1","NYNRIN"
"FNDC1","0.178744360411371","-0.00202985016302686","0","0.001","1","FNDC1"
"WEE2","0.178744360411371","-0.00205749432656042","0","0.001","1","WEE2"
"MFSD6L","0.178744360411371","-0.00206262096157108","0","0.001","1","MFSD6L"
"EN1","0.178744360411371","-0.00206745263359808","0","0.001","1","EN1"
"RASIP1","0.178744360411371","-0.00208862477470932","0","0.001","1","RASIP1"
"CRTAC1","0.178744360411371","-0.00209818492116576","0","0.001","1","CRTAC1"
"DSG3","0.178744360411371","-0.00209913374929129","0","0.001","1","DSG3"
"LRRC16B","0.178744360411371","-0.00211122043651754","0","0.001","1","LRRC16B"
"B3GNT6","0.178744360411371","-0.00211429459643994","0","0.001","1","B3GNT6"
"CTAGE1","0.178744360411371","-0.00212240327748551","0","0.001","1","CTAGE1"
"CNTN2","0.178744360411371","-0.00212999960286249","0","0.001","1","CNTN2"
"PDXP","0.178744360411371","-0.00218222798501852","0","0.001","1","PDXP"
"TNNI1","0.178744360411371","-0.0022006785345501","0","0.001","1","TNNI1"
"TMEM179","0.178744360411371","-0.00223105802721448","0","0.001","1","TMEM179"
"GRIA3","0.178744360411371","-0.00226895049231717","0","0.001","1","GRIA3"
"MAMLD1","0.178744360411371","-0.00230552375102163","0","0.001","1","MAMLD1"
"NPVF","0.178744360411371","-0.00233029611049283","0","0.001","1","NPVF"
"NPPA","0.178744360411371","-0.00238793618421779","0","0.001","1","NPPA"
"CDH7","0.178744360411371","-0.00243087018857065","0","0.001","1","CDH7"
"FBLIM1","0.178744360411371","-0.0024759559973799","0","0.001","1","FBLIM1"
"KRT24","0.178744360411371","-0.00249452745847074","0","0.001","1","KRT24"
"RSPH1","0.178744360411371","-0.00255123884124112","0","0.001","1","RSPH1"
"SLC30A3","0.178744360411371","-0.00256133672898424","0","0.001","1","SLC30A3"
"ERBB3","0.178744360411371","-0.00263478853925361","0","0.001","1","ERBB3"
"C3orf49","0.178744360411371","-0.00263757499245541","0","0.001","1","C3orf49"
"ARID3C","0.178744360411371","-0.00267648821384316","0","0.001","1","ARID3C"
"RAC3","0.178744360411371","-0.00285967474651115","0","0.001","1","RAC3"
"IL1RL2","0.178744360411371","-0.00317325676130829","0","0.001","1","IL1RL2"
"PLN","0.178744360411371","-0.00322877273895945","0","0.001","1","PLN"
"FOXL1","0.178744360411371","-0.00345125420703576","0","0.001","1","FOXL1"
"PVALB","0.178744360411371","-0.003509326508706","0","0.001","1","PVALB"
"EPB41L4A","0.178744360411371","-0.00374292626173737","0","0.001","1","EPB41L4A"
"SLC17A7","0.178744360411371","-0.00378659772720505","0","0.001","1","SLC17A7"
"IGSF1","0.178744360411371","-0.00390380702282443","0","0.001","1","IGSF1"
"EDARADD","0.178744360411371","-0.00474945884781354","0","0.001","1","EDARADD"
"SEMA3D","0.178744360411371","-0.00505831668089909","0","0.001","1","SEMA3D"
"CFI","0.178744360411371","-0.00531564542797715","0","0.001","1","CFI"
"POU5F1","0.178744360411371","-0.00596312178414562","0","0.001","1","POU5F1"
"ANKDD1B","0.17881185634306","-0.000270918498130393","0","0.001","1","ANKDD1B"
"GDA","0.17881185634306","-0.000273605697392093","0","0.001","1","GDA"
"ENOX1","0.17881185634306","-0.00034978767315981","0","0.001","1","ENOX1"
"OPN1SW","0.17881185634306","-0.000498936900640793","0","0.001","1","OPN1SW"
"TBX22","0.17881185634306","-0.00061683763723567","0","0.001","1","TBX22"
"PPP1R36","0.17881185634306","-0.000648069245193882","0","0.001","1","PPP1R36"
"KIF5A","0.17881185634306","-0.000666267081090781","0","0.001","1","KIF5A"
"C20orf85","0.17881185634306","-0.000686747266516912","0","0.001","1","C20orf85"
"PRSS53","0.17881185634306","-0.000755012105935896","0","0.001","1","PRSS53"
"IRGM","0.17881185634306","-0.000786142452597634","0","0.001","1","IRGM"
"C10orf40","0.17881185634306","-0.000797881230674868","0","0.001","1","C10orf40"
"EFHC2","0.17881185634306","-0.000839006368337696","0","0.001","1","EFHC2"
"SNCAIP","0.17881185634306","-0.000925307745038553","0","0.001","1","SNCAIP"
"C6orf25","0.17881185634306","-0.000935512350687147","0","0.001","1","C6orf25"
"CEACAM6","0.17881185634306","-0.000965792267862476","0","0.001","1","CEACAM6"
"ALOX12B","0.17881185634306","-0.000987836289115821","0","0.001","1","ALOX12B"
"ACKR2","0.17881185634306","-0.00100145920752966","0","0.001","1","ACKR2"
"NXNL2","0.17881185634306","-0.0010191152858946","0","0.001","1","NXNL2"
"CDH8","0.17881185634306","-0.00104803878843767","0","0.001","1","CDH8"
"LRP1B","0.17881185634306","-0.00105684199298907","0","0.001","1","LRP1B"
"TM4SF18","0.17881185634306","-0.00105785916259258","0","0.001","1","TM4SF18"
"MORN4","0.17881185634306","-0.00107659244716071","0","0.001","1","MORN4"
"FRG2","0.17881185634306","-0.00108031263960243","0","0.001","1","FRG2"
"DCAF4L2","0.17881185634306","-0.00108203199056013","0","0.001","1","DCAF4L2"
"MAP3K9","0.17881185634306","-0.0010838089828848","0","0.001","1","MAP3K9"
"KCNK12","0.17881185634306","-0.00113622427178981","0","0.001","1","KCNK12"
"SLC22A23","0.17881185634306","-0.0011830656832825","0","0.001","1","SLC22A23"
"ST8SIA3","0.17881185634306","-0.00119766991869009","0","0.001","1","ST8SIA3"
"C17orf77","0.17881185634306","-0.00124472716143311","0","0.001","1","C17orf77"
"EVX1","0.17881185634306","-0.00127234705004998","0","0.001","1","EVX1"
"POTEE","0.17881185634306","-0.00128432118735567","0","0.001","1","POTEE"
"GH1","0.17881185634306","-0.0013230514070531","0","0.001","1","GH1"
"FGD1","0.17881185634306","-0.00132847586915609","0","0.001","1","FGD1"
"ATP6V1B1","0.17881185634306","-0.0013690699086988","0","0.001","1","ATP6V1B1"
"HSPB7","0.17881185634306","-0.00138040101741502","0","0.001","1","HSPB7"
"C2orf50","0.17881185634306","-0.00138437245051673","0","0.001","1","C2orf50"
"TMEM132D","0.17881185634306","-0.00139362084727595","0","0.001","1","TMEM132D"
"KNG1","0.17881185634306","-0.00139639064889335","0","0.001","1","KNG1"
"GDNF","0.17881185634306","-0.00141806709226877","0","0.001","1","GDNF"
"VWA5B2","0.17881185634306","-0.00143447851510648","0","0.001","1","VWA5B2"
"PLOD2","0.17881185634306","-0.00153486462099429","0","0.001","1","PLOD2"
"FNDC7","0.17881185634306","-0.00153960863517374","0","0.001","1","FNDC7"
"COL4A6","0.17881185634306","-0.00158247044851115","0","0.001","1","COL4A6"
"CELF3","0.17881185634306","-0.00161103421939323","0","0.001","1","CELF3"
"PTPRN","0.17881185634306","-0.00169178604155391","0","0.001","1","PTPRN"
"CDO1","0.17881185634306","-0.00169548616701736","0","0.001","1","CDO1"
"SLC5A2","0.17881185634306","-0.00172534353240644","0","0.001","1","SLC5A2"
"DIRAS1","0.17881185634306","-0.00172765624685857","0","0.001","1","DIRAS1"
"EDN3","0.17881185634306","-0.00193012664808985","0","0.001","1","EDN3"
"BAIAP2L1","0.17881185634306","-0.00195268501420077","0","0.001","1","BAIAP2L1"
"TRPC6","0.17881185634306","-0.00196427927971475","0","0.001","1","TRPC6"
"PDGFRB","0.17881185634306","-0.00212962696524937","0","0.001","1","PDGFRB"
"BRDT","0.17881185634306","-0.00233561692217318","0","0.001","1","BRDT"
"TKTL1","0.17881185634306","-0.00234562427169617","0","0.001","1","TKTL1"
"FAM69B","0.17881185634306","-0.00252156459694573","0","0.001","1","FAM69B"
"KRT12","0.17881185634306","-0.00392597915243953","0","0.001","1","KRT12"
"CUL5","0.179164595537646","0.098948264027572","0.043","0.037","1","CUL5"
"RNF125","0.179636349338015","0.0601487192449363","0.021","0.016","1","RNF125"
"SUGT1","0.179702894130352","0.000847635086259624","0.044","0.051","1","SUGT1"
"ZNF26","0.179802604110537","-0.0142778026113234","0.004","0.006","1","ZNF26"
"CR1","0.179941711956145","0.0637490040130952","0.024","0.019","1","CR1"
"HSDL1","0.180273953652614","-0.0118729473371199","0.008","0.011","1","HSDL1"
"CETN3","0.180373083845052","-0.00732892883081344","0.006","0.008","1","CETN3"
"FCHO2","0.180406651698684","-0.0135108086095106","0.01","0.013","1","FCHO2"
"ZNF629","0.180479091865687","0.0116493878712174","0.002","0.001","1","ZNF629"
"SKIV2L","0.180563032786995","0.0116805957054909","0.01","0.014","1","SKIV2L"
"TNFRSF9","0.180581669720138","0.0123856481887647","0.002","0.001","1","TNFRSF9"
"NSMCE1","0.180666828251769","-0.0039969042929584","0.063","0.072","1","NSMCE1"
"GUCY2D","0.180910209994409","0.0108925928345801","0.002","0.001","1","GUCY2D"
"OXNAD1","0.180951324275761","-0.0108232527880999","0.003","0.005","1","OXNAD1"
"SEL1L","0.18118343457036","0.0273401017613176","0.044","0.051","1","SEL1L"
"MCPH1","0.181220350462175","0.0343876323107248","0.007","0.004","1","MCPH1"
"ALDH3A2","0.181334475092734","0.0576640878846697","0.02","0.016","1","ALDH3A2"
"TMEM255B","0.181385891246093","-0.00525259132045058","0.006","0.008","1","TMEM255B"
"NLRX1","0.181713548811087","0.0265018854261288","0.006","0.004","1","NLRX1"
"ADM5","0.181745255847638","0.00964320255304857","0.001","0","1","ADM5"
"AHRR","0.181745255847638","0.00928172576823981","0.001","0","1","AHRR"
"TMEM117","0.181745255847638","0.00891516468186241","0.001","0","1","TMEM117"
"TBX6","0.181745255847638","0.00789748582714009","0.001","0","1","TBX6"
"PRDM11","0.181745255847638","0.00743510158141478","0.001","0","1","PRDM11"
"C19orf45","0.181745255847638","0.00681700443424301","0.001","0","1","C19orf45"
"MMP9","0.181745255847638","0.00617898853751746","0.001","0","1","MMP9"
"KCNJ15","0.181745255847638","0.00586297220260501","0.001","0","1","KCNJ15"
"BAG2","0.181745255847638","0.00495283575337216","0.001","0","1","BAG2"
"ABCA6","0.181745255847638","0.00457569062049623","0.001","0","1","ABCA6"
"DENND6B","0.181940702934262","0.0105824409252336","0.037","0.044","1","DENND6B"
"NFE2L3","0.182055822750063","0.0222277001025693","0.006","0.004","1","NFE2L3"
"DNTTIP1","0.182062419045631","0.0269017959756171","0.06","0.068","1","DNTTIP1"
"PGM1","0.182286130447075","0.0425234963134641","0.013","0.009","1","PGM1"
"TOMM7","0.182315142987013","0.0211840670311991","0.535","0.602","1","TOMM7"
"DNPEP","0.182331390472642","0.0187526878605226","0.037","0.044","1","DNPEP"
"CBWD6","0.18261156405725","0.022557235844879","0.005","0.003","1","CBWD6"
"C1orf86","0.182709701546667","0.0496128577372423","0.148","0.164","1","C1orf86"
"KCTD2","0.182722827197466","0.0326584387259534","0.008","0.005","1","KCTD2"
"ZNF561","0.18272919543434","-0.0102230241788229","0.007","0.009","1","ZNF561"
"DENND4B","0.182856388598369","0.00959531342230485","0.034","0.04","1","DENND4B"
"MTMR9","0.182939543676533","0.0031778496230999","0.017","0.022","1","MTMR9"
"SLC33A1","0.18296339673418","0.0420522517307625","0.012","0.008","1","SLC33A1"
"MPC2","0.183079991337648","0.0414474662727304","0.066","0.075","1","MPC2"
"PDK1","0.183407361372169","0.0367118199992056","0.01","0.007","1","PDK1"
"TAP1","0.183575681987936","0.0269240794467034","0.045","0.052","1","TAP1"
"PRKAB2","0.183673027110573","0.0398408988756154","0.01","0.007","1","PRKAB2"
"UBR7","0.183765664087703","-0.000980824932818987","0.007","0.009","1","UBR7"
"WIPF1","0.183826740923795","0.0533357348850669","0.094","0.106","1","WIPF1"
"CATSPER2","0.184299675474087","-0.00658664565404735","0.002","0.003","1","CATSPER2"
"UBE3D","0.184319623324667","-0.00293176231012248","0.002","0.003","1","UBE3D"
"KPNA5","0.184416580482688","-0.000810753014570426","0.007","0.01","1","KPNA5"
"NOD2","0.18446337232297","0.0597185720218462","0.029","0.024","1","NOD2"
"CBX7","0.184483457697105","-0.0126185358782815","0.009","0.012","1","CBX7"
"CCDC77","0.184559295327997","-0.0027118595989301","0.007","0.009","1","CCDC77"
"C21orf49","0.184579091351572","-0.00412863557936785","0.002","0.003","1","C21orf49"
"RRP8","0.18478400616195","-0.019445198001651","0.014","0.017","1","RRP8"
